"Le Moyne",96.729160157063,113.04048753712,0.14282057636904,3–11,3,14,47.6,54.2,25.4,27.9,17.9,19.2,24.4,32.3,69.8,46.2,56.5,32.9,34.3,8.8,8.8,60.1,58.5,46.3,45.2,69.1,,,,2024,,,,-8.4917723085898,77.6,72
Tennessee,115.15909220905,91.453002553811,0.93404967542588,12–4,12,16,51.2,43.9,32.6,37.8,15.8,18.9,33.6,26.9,70.8,51.7,42.5,33.7,30.8,13.4,7.1,62.4,49.6,41.8,38.6,71,,,,2024,,,,2.3368853222186,77,69.9
"Texas St.",97.147962742675,102.34119104415,0.35459862032969,5–10,5,15,46.1,49.3,35,41.3,20.4,17.1,33,30.8,67.7,46.1,51.6,30.8,29.7,9.5,10.2,47.1,50.9,26.4,33.3,67,,,,2024,,,,-5.6740005162674,64.6,70.8
"Jackson St.",101.32874558002,106.6128333103,0.3578775398271,7–9,7,16,46.9,52.8,34.7,39.3,20.2,18.8,33.1,33.9,71.4,45.9,52.4,32.6,35.5,10.6,10.2,51.3,58,34.5,43,71.4,,,,2024,,,,-4.1883351845912,69.1,70.9
Mississippi,114.31168856211,101.37613084342,0.7991593159955,15–1,15,16,53.4,46.4,34.7,27.9,14.7,18.9,28.7,34.7,69.2,50,46.8,40.1,30.5,17.2,6.8,58.3,53.1,32.9,37.6,67.6,,,,2024,,,,2.3698553727488,73.6,71.6
Wyoming,102.93940421192,106.35489099433,0.40724365243181,7–8,7,15,49.6,51.8,40.1,26.6,21.6,17.6,30.6,32,69.5,47.1,54,36.3,32.1,7.8,11.2,46.4,47.3,33.8,37.2,68.7,,,,2024,,,,-3.8133350689268,77.2,77
Minnesota,108.06856346087,100.1960399498,0.7047098801984,12–5,12,17,55,47,33.7,27.6,17.9,17.5,33.3,28.4,69,57.9,46,33.7,33,11.6,8.3,67.8,51.4,39.9,28.5,68.8,,,,2024,,,,-1.6300437694176,67.6,73.1
Illinois,117.56558739782,95.486743816943,0.91622311655183,12–4,12,16,53.5,43.7,33.1,23.4,16.7,13.6,36.2,27.1,70.9,54.8,42.2,34.4,31.4,9.6,8.9,45,42.8,40.3,29.9,71.5,,,,2024,,,,0.95223150809245,73,68.4
UTEP,95.074827369047,99.973797071423,0.35943789551032,6–8,6,14,47.8,51.3,50.6,50.1,22.8,25.7,28.7,31.7,70.3,50,52.5,28.5,32.6,7.7,8.8,50.5,45.3,30.7,33,70.9,,,,2024,,,,-5.5653686517497,67.7,74.8
"Loyola Chicago",100.73312473565,95.358789493483,0.65260828713268,10–6,10,16,52.4,46.5,31.1,32.1,19.3,17.1,23.7,24.1,70.3,52.6,42.5,34.8,35.6,13.7,10.9,62.8,51.2,41.1,36.7,70.5,,,,2024,,,,-2.3430432312345,67.3,69.3
Texas,112.43556463016,97.702891123134,0.83412727275121,12–4,12,16,54.4,46.3,30.4,33.4,18.2,19.3,32.2,29.1,69.5,54.1,44.2,36.6,33.7,13.6,9.3,55.4,45.6,34.4,32.2,69,,,,2024,,,,-0.22164572833763,74.3,67.9
"Maryland Eastern Shore",89.72881115517,110.67436336746,0.082209097854823,2–11,2,13,41,53.9,26.9,35.8,19.1,18.2,28.7,34,68,38.1,55.2,31.2,34.6,6.5,8.7,50.9,52.9,34.1,39,69.1,,,,2024,,,,-8.096378862399,73.8,67.5
"Western Illinois",98.053880596932,103.29712679847,0.35455810118662,8–6,8,14,46.8,47.4,36.7,28.4,21.6,13.9,37.8,27.9,66.5,45.7,48.2,32.9,30.4,14.9,8.4,52.7,41.4,29.4,32,66.2,,,,2024,,,,-2.7872024002404,62.3,67.8
"Fairleigh Dickinson",98.133926010258,114.65012420134,0.14321408371409,6–11,6,17,47.5,53.7,35.8,33.3,18,18.9,27.8,32.7,73.5,47.3,53.7,31.8,35.8,5.6,8.2,54.2,54.4,40.4,43,73.2,,,,2024,,,,-8.5438560638498,71,69.6
Cornell,113.44221150716,107.09228376711,0.65980609696856,11–3,11,14,57.3,52.5,31.1,28.8,18.4,19.5,28.1,31.7,73.3,63.5,53.5,33.6,34.1,5.4,9.6,58.4,51.3,47,43,73.4,,,,2024,,,,-0.3106564567329,72.9,61.8
"Fort Wayne",104.26346420957,105.19004897166,0.47458478842292,11–5,11,16,53.9,50.8,34.5,33,13.9,23.5,21.9,33.3,73.5,52.1,53.5,37.5,30.9,7.6,9.1,45.3,51.8,41.9,37,73.1,,,,2024,,,,-2.560183663741,70,70.7
"West Virginia",104.90429017626,101.53931793858,0.59264889947005,6–10,6,16,46.2,49.3,38.3,23.9,17.3,15.1,28.2,29.9,67.7,46.6,48.2,30.3,33.9,9.6,11,54,49.4,36.5,40.2,69.4,,,,2024,,,,-5.1504526594139,72.8,71.7
"Cleveland St.",105.14815389756,107.9240553915,0.42564045352367,10–8,10,18,48.4,51.9,34.1,38.8,15.5,20.5,35.4,37.7,69.4,45.8,54.4,35.8,31.8,13,7.7,45.7,52.6,32.9,37.2,69.8,,,,2024,,,,-4.427810950817,66,65.3
Queens,99.943322741352,109.7564143005,0.25405657425944,5–11,5,16,48,54.7,29,28.4,17.5,15,27.2,29.9,74.1,48.5,57.7,31.5,32.7,6.7,15.6,48.7,45,43.4,35,74.4,,,,2024,,,,-6.5929378323641,70.3,72.2
"Southern Illinois",110.13407641391,101.55459080782,0.71761727769458,11–5,11,16,54.3,47.2,37.6,33.3,16.4,16.9,26,29.2,65.5,52.8,50.7,37.6,26.4,8.5,10.5,60.5,45.5,40.8,31.2,65,,,,2024,,,,-2.3603174598798,77.2,68.5
"San Diego St.",112.13625139657,94.546194386085,0.87677088393741,12–3,12,15,50.7,46.9,39.5,32.4,15.5,18.1,29.5,28.4,69.2,51.6,49.4,32.7,28.9,9.8,8.2,50.5,48.8,36.7,41,69.1,,,,2024,,,,2.5497540623087,72.1,71.4
"Nebraska Omaha",101.34461847768,107.99074942823,0.32509243914615,6–9,6,15,48.8,51.5,44.6,33.2,15.7,16.9,25.8,28.9,66.7,49.6,53.5,31.3,32.4,7.4,7.4,41.4,49.7,31.9,40.9,67.9,,,,2024,,,,-6.0886396593586,74.6,74.7
"Texas A&M Commerce",93.857505421546,107.71149774194,0.17032807277647,3–10,3,13,45.8,53.3,26.4,40.6,18.4,18.6,23,34.9,69.5,49,54.2,28.1,34.3,12.8,9.9,54.5,50.7,47.5,33.4,68.1,,,,2024,,,,-5.2637679591859,66,73.8
DePaul,99.005302429521,108.10301635245,0.26678829894643,3–13,3,16,49.2,53.5,34.7,30.9,19.4,15.2,22.8,32.2,67.8,47.7,53,34.6,36.2,9.5,9.4,58.6,54,35,36.4,68.6,,,,2024,,,,-7.6047039819412,72.5,72.5
"UT Rio Grande Valley",96.470889036405,109.38636757731,0.19078504192082,4–11,4,15,46.1,51.1,48.3,40.4,20.5,20.4,27.3,35.8,74.3,47.2,52.5,28.8,32,8.7,12.2,50.4,55.4,28.3,31.6,74,,,,2024,,,,-7.9422831236671,69.4,75.3
"Chicago St.",97.390492715998,106.11195132697,0.27164153924483,9–15,9,24,45.5,52.9,38.7,36,20.1,21.8,31.8,34.9,66.7,46.2,55.3,29.6,32.3,7.8,8.5,43.9,50.6,34.7,35.6,66.4,,,,2024,,,,-9.9671921660856,70.1,69.3
"South Dakota",99.600973233157,112.74284973025,0.19383476334922,5–10,5,15,49.8,52,32.4,26.4,19.6,12.8,31.1,29.4,71.3,48.4,50.6,35.2,36.5,4.7,10.3,48.8,51.7,33.1,35.5,71.3,,,,2024,,,,-7.8503923948087,71.3,69.9
"Montana St.",98.18072916191,103.48946505892,0.35306618756507,6–8,6,14,51.5,52.2,30.3,40,17.5,18.4,18.8,28.6,69,53.9,55.8,32.3,30,4.8,7.5,47.8,49.1,44,33.6,68.6,,,,2024,,,,-5.3213322100015,76.4,70.3
"Oklahoma St.",104.93732479123,98.184815579599,0.68241325506072,8–8,8,16,53.6,47.3,28.5,28,19.9,16.8,29.6,25.5,68.4,53.1,47,36.2,32,8,7.2,57.1,40.6,44.2,30.1,68.2,,,,2024,,,,-3.9168331682544,65.5,74.2
Wagner,94.419311964169,106.70910987416,0.1966839011172,6–7,6,13,43.6,49.1,26.6,29.8,15.5,18.8,27.7,31.3,63.1,40.2,51.8,32.4,30.1,6.9,10.7,55.6,60.9,40,40.8,62.9,,,,2024,,,,-4.752464579692,67.8,66.4
"Bethune Cookman",95.586894782787,109.47505250874,0.17363213978967,5–9,5,14,45.8,53.3,35.7,50.7,21.4,22,31.9,33.5,72.8,47.2,51.3,28.3,37.8,7.9,7.3,47.7,60.8,29,37.5,72.3,,,,2024,,,,-6.3169586882996,72.6,72.2
Wofford,107.78055310566,110.62430978898,0.4256821303866,7–7,7,14,52.9,51.8,27.6,35.8,16.1,13.3,27.6,23.9,70,53.2,50.1,35.1,36.4,7.4,9.7,54.1,47.4,44.4,38.1,70.1,,,,2024,,,,-3.4867828308517,62.7,74.4
"Cal Poly",93.236153997278,109.00406431747,0.14223245067253,3–14,3,17,45.1,51.3,31.3,43.3,18.3,17.9,24.8,34.3,66,44.6,50,30.7,36.2,10.4,9.4,41.5,45.5,31.8,31.2,66.4,,,,2024,,,,-11.117842941124,71.1,73.5
Towson,101.25336717068,102.90891985768,0.4535069074678,8–8,8,16,45.7,49.7,37.7,31.2,20.5,17.1,41.6,27.7,62,44.3,50.4,32.2,32.2,12.6,11.7,43.9,46.7,34.8,33.8,61.8,,,,2024,,,,-4.0769345846174,62.6,71.1
"Delaware St.",92.71544888216,104.25609063595,0.2060135513536,7–9,7,16,44.5,53.3,33.5,36.5,21.8,21.6,33.4,27.8,71,45.4,50.5,27.7,38.3,5.8,6.2,46.7,56.2,23.5,40.1,71.2,,,,2024,,,,-6.0756478892288,73.1,69.1
"Prairie View A&M",92.940112335392,106.78435117356,0.16842307691759,4–10,4,14,43,53.1,33.3,50.1,18.2,23,26.6,37.2,73.4,41.6,54.3,31.3,33.7,6.6,11.4,43.4,49.6,25.5,33.7,73.3,,,,2024,,,,-5.6975048323445,72.4,70.9
"Alcorn St.",101.69352239387,116.72948575825,0.16997577378043,1–14,1,15,45.2,58.4,32.2,38.6,17.4,16.8,31.3,34.4,70.6,44.2,59.6,32.2,38.2,5.7,11.5,40.1,66.1,24.8,51.1,70.2,,,,2024,,,,-8.2982747714115,67.1,73.5
Liberty,109.68862585272,102.73429629048,0.67988561982242,8–7,8,15,52.9,49.5,23.8,32.7,14.9,17.5,27.3,27.3,65.4,55.1,50.1,33.6,32.1,4.9,12.7,57.3,42,47.6,32.6,65.2,,,,2024,,,,-3.053376291183,66.8,75.1
"UNC Wilmington",110.87487454336,105.70782475657,0.63386154581054,8–5,8,13,48.5,52.4,36.2,36.7,12.3,16.7,26.1,29.3,67.5,50.4,51.3,30.4,36.1,5.5,10,37.7,46.9,40.2,37.7,68.3,,,,2024,,,,-1.6517160617723,78.4,71.1
Presbyterian,96.966088219911,111.90043861142,0.16146680744311,6–10,6,16,51.3,52,36.8,42.1,17.4,17.6,23.3,25,70,52.2,52.5,33,34.2,8.8,9.9,50.7,46.2,33.6,38.3,69.6,,,,2024,,,,-7.9932537403612,66.6,77.2
Michigan,114.90080400467,102.28639012469,0.79205618478656,7–10,7,17,54.9,50,32.3,29.2,18.2,14.5,32.2,30.1,69.8,53.2,49.5,38.3,33.9,9.2,12,48,43,39.7,33.5,68.7,,,,2024,,,,-4.0084005245175,70.9,72.2
Bellarmine,99.216672583564,109.82175174319,0.23724306031497,1–15,1,16,47.1,53.8,20.5,28.8,16.1,15.4,21.5,32.1,66.3,45.9,55.7,32.8,34.1,4.3,9.5,51.6,53.3,38,43.5,66.2,,,,2024,,,,-10.369956307027,79.8,75
"East Carolina",106.46798973459,107.73885687525,0.46593828087956,8–8,8,16,48.4,50.6,36.9,33.1,16,19.3,35.1,32.6,66.2,50,52.7,30.4,31.9,8.4,9.6,46.1,52.2,36.1,44.2,66,,,,2024,,,,-4.9013681185372,68.8,73.6
Northwestern,112.20749311078,98.667944593569,0.81438839546777,12–4,12,16,53.8,50.8,28.2,37.4,14.4,21,25.8,29.2,65.1,52.8,49.6,37.1,35.2,10.1,8.3,60.4,55.2,36.6,38.8,65.2,,,,2024,,,,1.1997019964393,72.4,74.1
"College of Charleston",109.38349043396,102.66711225277,0.67452729554466,12–4,12,16,50.4,50.2,30.6,27.8,15.8,16.4,32.9,27.6,72.1,52.4,50.7,32.3,32.9,8.5,11.7,54.3,42.9,48.3,37.4,72.9,,,,2024,,,,-0.826092853047,72.9,71.2
"Eastern Illinois",95.346114221321,109.22438875647,0.17325322442748,4–10,4,14,44.5,55.3,24.4,38.5,17.7,20.4,28.4,26.6,67.2,42.3,55.2,33.3,36.9,7.7,12.2,48,60.1,29,40.9,67,,,,2024,,,,-6.3356854393365,72.8,72.6
Buffalo,94.188563873734,113.97439006756,0.10040230119189,1–14,1,15,46,54.7,27.5,27.1,21.8,14.7,33.2,29.9,69.8,51.9,56.6,25.4,34.1,10.6,9,49.2,55.8,42.8,34.7,69.5,,,,2024,,,,-10.763263562355,70.7,70.4
"Northern Kentucky",103.2101039268,107.83575924433,0.37655662127382,7–9,7,16,49.8,51.4,36.6,30,17.7,20.6,29.7,33.4,68.6,52.1,52.4,29.8,33.3,7.7,9.2,50.4,56.6,31,39.5,68.7,,,,2024,,,,-5.3558458460748,68.2,74.8
Valparaiso,95.817224388102,105.07281640535,0.25722766118928,4–12,4,16,44.9,50.6,26.7,30.6,17.4,17.8,27.3,33.1,67.9,45,51.1,29.9,33,9.6,6.8,49.9,54.4,34.7,35,68.5,,,,2024,,,,-8.464019073961,72.6,66.1
Elon,105.65810688283,114.4646378269,0.28482327093944,6–9,6,15,50.6,53.1,32,33.2,17.3,14.4,30.2,31.9,68.6,48.1,54.9,36.1,33.3,8.1,10.3,50.5,47.6,41.7,36.9,69.9,,,,2024,,,,-6.0036241799138,71.3,72.7
"Appalachian St.",104.2204263366,95.997158069446,0.72014477557664,11–4,11,15,51.9,44.7,28.5,23,15.7,16,27.6,27.4,68.2,56,43.9,29.7,30.8,14.8,4.7,50.4,45.4,35.6,36,67.6,,,,2024,,,,-0.88104839331571,67.6,69
"North Alabama",101.96139136971,110.28873638703,0.28846781328553,5–10,5,15,47.6,51.6,32.1,39.7,16.1,16,28.4,27.3,69,46.8,50.3,32.7,36,7.8,9.7,43,54.8,35.8,36.4,69.5,,,,2024,,,,-6.394717185405,75.1,71.6
Oklahoma,112.9778912064,94.195946475199,0.89001286023536,13–3,13,16,55.7,44.4,33.2,28,18.4,18,33.1,25.6,70.1,57.7,46,35,27.6,9.7,10.4,50.8,44.8,38.7,34.8,69,,,,2024,,,,1.4596482733784,75.9,76.2
"St. John's",115.92604620893,95.359345848996,0.90430072853937,12–5,12,17,50.3,46.8,27.8,33.3,16.7,18.4,40.4,31.4,70.3,49.7,46.2,34.3,31.9,12.9,7.4,53,48.7,32,34.7,71.2,,,,2024,,,,1.3726717056331,70.9,71.8
"Long Beach St.",104.33118953708,107.33132614406,0.41920754921387,9–7,9,16,50.3,52,38.4,35.6,18.7,19.4,33.1,31,74.1,51.8,52,31,34.7,11.5,6.1,51,59.5,28.1,45.1,74.6,,,,2024,,,,-3.5395074109039,67.3,67.4
Samford,112.56531580716,102.54395320219,0.74503109835612,13–2,13,15,57.5,49.8,31.7,39.8,19.6,22.7,34.5,31.9,76.5,54.8,48.9,41.1,34.1,11.4,10.3,61,53.9,40.2,38.2,76.2,,,,2024,,,,0.28530294208884,73.4,70.6
"Eastern Washington",109.08189957561,105.30026837823,0.6000694644789,7–7,7,14,55.9,52.6,34.5,39.9,19.6,17.3,25.6,28.5,70.7,53.7,51.9,39,35.7,9,10,62.4,49.5,45.1,39.1,71.1,,,,2024,,,,-2.2809829958925,72.1,72.5
"Kansas St.",107.41539819751,95.146086701313,0.80136314627428,12–4,12,16,50,46.2,36.2,24.9,20.6,18.1,37.5,30,68.1,52,44.8,31.4,32.4,12.3,10.3,57.7,47.2,40.9,38.4,67.8,,,,2024,,,,0.41147036782394,73.5,74.1
Pepperdine,104.28970611192,107.47808513177,0.41427642666026,7–10,7,17,50.2,54.8,30,36.5,17.4,18.4,31.2,24.7,69.2,49,53.7,35.2,38.2,7.6,5.9,50.8,50.9,30.9,30.2,68.7,,,,2024,,,,-5.8174987788109,67.3,72.8
"UC San Diego",109.0811638851,103.1589154731,0.65519366235204,9–6,9,15,52.1,49.8,33.1,29,14.8,18.3,27.8,29.5,66.4,52.2,48.8,34.6,34.4,8.2,11.8,46.1,52.8,41.6,35.7,66.5,,,,2024,,,,-3.2529200588484,74.7,69.4
"Grambling St.",93.774182612877,107.52445705074,0.17171365607553,3–11,3,14,45.9,54.3,30.4,35.3,21.2,18.3,25.5,33.6,66.3,46.8,51.3,29,40.5,6.4,7.6,38.8,65.5,29,32.7,65.8,,,,2024,,,,-6.2203306167488,70.5,71.7
"Texas Southern",92.63675365506,102.81516478551,0.23168177678743,3–11,3,14,42.1,49.3,25.2,41,16.9,16.6,28.9,33.5,69.1,42.1,48.2,28,34,11,10.2,44.9,54.9,36,37.8,68.7,,,,2024,,,,-6.3231543589243,65.9,67.5
Colorado,113.8629617752,97.314474231814,0.8588839042357,12–5,12,17,55.9,49,35.8,29.2,19.2,17.3,33,24.6,70.4,54.8,47.2,39,34.8,5.7,8.4,58.9,41.6,29.6,35.8,70,,,,2024,,,,-0.11295791923958,76.6,73
VMI,88.667625965036,110.69367080886,0.072324035334074,0–14,0,14,47.7,53.1,26.2,32.1,23.5,14,27.9,30.6,73.7,46.8,54.5,33.1,34,6.5,8.2,37.7,49.4,32.9,38.8,74.7,,,,2024,,,,-10.996433805189,65.8,62.6
Auburn,119.79112409923,92.108667376527,0.95355712557237,14–2,14,16,53.2,43.3,39.3,36.4,14.1,19.8,34.1,27.4,71.4,55.1,42.5,33.5,29.7,15.2,6.9,64.9,45,38.7,36,72.1,,,,2024,,,,1.8470181478933,75.5,74.2
"New Orleans",99.909197976377,109.78568674373,0.25273342356863,3–10,3,13,45.3,54.6,40.5,37.7,18.6,19.3,26.4,34.3,72.6,44.3,57.6,32.1,32.9,9.2,10,41.3,57.1,27.6,36.1,73.3,,,,2024,,,,-6.5715258837866,71,67.6
"Idaho St.",102.07258509383,110.69848358633,0.28232689703758,4–11,4,15,51.3,53.9,28.7,32.7,19.8,17.8,30,30.9,64.1,54.2,55.2,30.9,33.6,8.4,6.9,46.9,47.3,37,27,65,,,,2024,,,,-8.1224531867329,69.3,74.8
Columbia,106.33506202632,110.67510872288,0.38697521236375,6–6,6,12,51.2,51.5,30.9,27.6,17.1,16.7,26.8,28.3,71,47.6,53.6,38.3,32.6,6.1,12,62.1,55.8,36.7,44.9,69.6,,,,2024,,,,-3.7623810027927,78.6,74
"Western Carolina",107.71163035873,99.295268209338,0.71821729861143,12–2,12,14,51.9,45.4,26.7,33.7,15.3,12.5,29.2,23.8,67.7,51.1,43.3,35.5,33.9,7,8.2,41.3,35.3,35.5,27.8,69,,,,2024,,,,0.19852913082132,67.7,67
"Eastern Kentucky",103.91961675126,106.47300731979,0.43066245027969,5–9,5,14,47.6,50.7,29.2,30.3,17,14.1,31.8,29.5,71.3,46.2,45.2,33.4,40.2,15.1,6.3,48,51.5,35.9,36.4,69.8,,,,2024,,,,-5.4095072408503,66.9,71.6
Penn,107.54859263114,106.7324086473,0.5218875277218,7–8,7,15,52.5,52.1,28.4,22.7,19.4,14.4,32,27.1,66.4,49.4,52.2,37.8,34.6,7,11.4,54.7,54,42.2,41.1,66.4,,,,2024,,,,-3.6474855877699,64.5,70.5
"South Carolina St.",97.378434548255,113.53731562126,0.14609560901719,2–14,2,16,43.6,56.6,33.6,50.6,20.1,20.8,36.2,33.1,72.9,42.9,57.5,30.5,36.9,9,11.4,53,62.5,27.5,41.5,72.3,,,,2024,,,,-9.9393938738762,68.9,75.6
Idaho,100.43689965745,108.63917243401,0.28848008138783,5–9,5,14,48.7,53.2,28.9,38,16.3,17.7,23.5,29.3,66.8,47.9,51.3,33.1,37.3,10.6,11.4,49.8,53.8,44.1,39.9,67,,,,2024,,,,-6.3959400714681,71.9,70.3
"Stony Brook",102.94354933152,106.45372115696,0.40477934239693,8–8,8,16,48.5,52.4,28.6,24.4,16.6,17.6,27.9,30,67.6,47.5,50.2,33.5,36.9,10,6.8,44.1,58.9,37.7,43.8,68.6,,,,2024,,,,-3.8986819126476,70.6,70.6
Evansville,100.33679591072,103.64682714705,0.40775533220147,9–7,9,16,50.5,52.1,28.7,27.1,16.2,17.7,22.8,25.7,71.3,50.5,51,33.7,35.6,10.8,8.8,54.8,52.7,34.2,42.9,71.1,,,,2024,,,,-3.0129413734419,71.2,71.6
"Saint Peter's",97.222878959874,99.62799992436,0.43020185805913,8–5,8,13,44.9,48.3,39,46.3,20.8,21.1,36,28,65.2,43.7,49.6,31.6,30.9,10.2,12,50.4,52.2,32.8,40.2,64.5,,,,2024,,,,-2.7856757070468,76.4,70.5
Virginia,103.50265628255,92.675805218055,0.78085111385957,11–5,11,16,50.1,45.7,28.2,25.7,13.3,22.1,25.4,29.8,62.2,48.4,45.1,35.8,31,15.7,6.8,63.6,53.6,32.9,40.3,62.1,,,,2024,,,,-0.70636603111774,65.6,71.3
UCF,101.91505285958,91.749314520621,0.7700185244612,10–5,10,15,47.9,45.8,37.2,37.5,18,23.1,35,25.5,70.9,48.1,44.6,31.6,31.9,16.8,8.9,47.4,56.2,36.4,38,71,,,,2024,,,,-1.5657941501064,68.8,72.9
Drexel,104.30927402582,98.418575884295,0.66116791010947,11–6,11,17,50.3,45.2,29.5,26.9,18.1,14,35.8,25.3,65.6,51.3,45.2,32.1,30.2,10.9,7.1,43.2,48.6,31.5,37.2,64.9,,,,2024,,,,-2.9488571832137,72.4,71.3
"Charleston Southern",99.27901973784,113.61421220429,0.17493396066669,3–11,3,14,47.2,52.9,36.5,35.3,18.9,13.4,23.3,31.3,66.8,44.5,53,34.6,35.1,7.5,7.5,45.2,43.4,36.9,29.8,66.6,,,,2024,,,,-7.2422169934382,76.6,71.7
"Northern Iowa",109.55374712586,101.64572863488,0.70299486096517,8–8,8,16,53.1,52.5,33.4,33.9,16.3,17,23.8,21.9,68.2,53.3,51.4,35.3,36.1,5.1,10.6,47.2,42.9,37.8,40.4,67.6,,,,2024,,,,-3.2272255418082,73.6,76.5
"South Carolina",111.04251994479,98.441291304333,0.79982608478288,14–2,14,16,50.9,46.9,32.1,31.2,16.4,16.9,34.8,26.6,65.1,51.2,45.1,33.6,33.8,8.5,12.1,57.3,49.3,43.3,33.5,65.2,,,,2024,,,,1.9890407671784,74.5,70.7
Lamar,104.10623083072,112.10144380483,0.29924149851256,7–8,7,15,51.2,51.7,32.6,43.3,18.7,19.8,33.1,32,72.3,48.2,49.7,37.5,36.2,10.5,8.6,57.6,62,36.4,43.5,71.5,,,,2024,,,,-5.3965868155206,72.5,71.5
Kentucky,119.23022543503,99.413705226122,0.88995803732104,12–3,12,15,57,48.1,30.1,31.7,12.8,17.7,28.2,28.5,74.7,55.3,49,39.8,31.3,15.1,8,55.8,51.3,38.7,43,74.2,,,,2024,,,,1.1366385910997,73.8,68.6
Lafayette,90.945188986762,101.31474975014,0.22413804284666,4–12,4,16,44.6,48.3,23.8,30.5,19.2,17.7,23.8,30.1,67.4,46.9,46,27.5,34.6,13.2,7.1,57.5,52.2,40.9,38.4,68,,,,2024,,,,-8.7917959560996,68.1,73.4
"North Carolina Central",98.538799249911,107.00381755479,0.27933500107145,6–7,6,13,46.2,49.2,39.7,37.7,17,18.4,28.6,35.2,66.4,48.7,53.4,28,28.6,8,12.2,42.9,59.6,37.5,40.1,68,,,,2024,,,,-4.0991349837386,69.3,72.9
Wisconsin,119.0681102906,96.811663970932,0.9152641797423,13–3,13,16,53,51.2,36.6,30.5,14.9,18.4,31.6,22.5,65.7,53.5,50.5,34.6,34.9,4.5,9.6,46.6,44.9,34.1,37.5,66.1,,,,2024,,,,3.3262225734997,76.3,68.3
Alabama,127.04782711972,97.315837578353,0.95546494297808,11–5,11,16,58.3,48,38.3,35.1,16.4,16.9,34.9,28.3,72.6,57.8,48.8,39.2,31.1,11,11.4,51.1,43.9,48.2,37.5,73.1,,,,2024,,,,1.2363434419393,77.7,71.1
"Tennessee Tech",96.479835825017,110.97893105571,0.1665784885806,4–11,4,15,49,52.6,34.1,25.7,17.5,15.2,16.9,28.8,68.4,50,53.5,31.3,34.2,6.5,10.5,42.7,54.1,34.6,40.4,67.4,,,,2024,,,,-8.351866108301,72.9,76.1
NJIT,96.635752459988,110.96194404328,0.16942006894081,3–11,3,14,45.6,51.3,32.3,42.7,18.2,17,28.1,37.2,69.1,44.9,48.8,31.1,37.3,9.5,11.6,44.9,53.8,39.9,34.9,69.4,,,,2024,,,,-7.9868268211632,70.3,68.4
IUPUI,93.18320144778,116.37644819996,0.072023013237218,2–14,2,16,46.6,57.5,30.8,33,21.2,17.9,30.1,35.1,67.6,49,58.5,26.7,37.1,5.7,7.5,40.2,57,26.8,37,67.6,,,,2024,,,,-11.149249997776,73.1,71.6
